case_id,min,max,duration_hours
003c1794-de25-4826-8e61-71bf52ae6a6b,2021-03-19 02:38:54.946597,2021-04-13 01:21:16.339170,598.7059423813889
00460b82-b7c5-4d5a-9a00-051925ef0ffe,2021-04-03 05:52:15.162882,2021-05-12 17:31:34.719331,947.6554323469444
0046feaa-f09d-4acc-a6ca-d8ef9ac85dfc,2022-10-15 11:06:48.649939,2022-11-15 18:32:01.742739,751.4203035555556
00510c64-762a-48dc-8bff-dcff0376230f,2020-10-16 05:40:10.915566,2020-11-19 02:40:29.418960,813.0051398316667
0051de84-65aa-434d-a08f-85b75df2d827,2020-08-31 16:03:21.672014,2020-10-06 02:07:46.366879,850.0735263513889
005388d2-7351-4d76-9f2b-6ffd53a29ff2,2021-02-01 06:39:20.641235,2021-03-09 23:45:44.276880,881.1065654569444
00574c75-61c7-4523-aedf-76468c4676e4,2021-06-30 02:52:17.382746,2021-08-07 12:45:52.979120,921.893221215
0057a78e-c1f7-4034-9a4b-ac066f633248,2022-04-12 23:36:46.512200,2022-05-13 18:46:05.912249,739.1553889025
005b5640-d9dd-451e-a756-1f273526a455,2020-07-14 16:09:21.056667,2020-08-24 11:31:45.013055,979.3733212188889
005c1b7d-cc7e-49d1-a772-e1a93603dabb,2020-10-07 10:28:09.868968,2020-11-14 08:24:21.613219,909.9365956252778
005d8c90-e314-4aaf-9f1f-023e6b04fb80,2022-01-25 12:53:12.049630,2022-02-28 06:54:25.655798,810.0204461577778
0061283c-2ad2-44b5-94f8-332516e5d7a2,2020-11-03 12:36:19.879936,2020-12-14 08:32:08.717581,979.9302326791666
00614b95-6c9d-4012-9d5b-1c7bb68edaf0,2022-07-10 14:04:21.156864,2022-08-08 02:20:03.974044,684.261893661111
006681f7-d475-4103-9d2a-f9316c127b6e,2021-03-04 18:10:08.264817,2021-04-12 19:51:46.624583,937.6939888238888
00679fb9-d024-4e36-9691-7eb5a32acd52,2021-12-26 22:13:03.509174,2022-02-01 03:20:14.445606,869.1197045644444
006a711a-3138-40d4-90d3-28de10f5ea33,2020-05-02 23:49:03.339218,2020-06-03 14:10:50.096287,758.3629880747222
006ccdbb-1548-4b4b-af7d-cbcd27cc8182,2020-08-18 11:08:23.638048,2020-09-24 14:06:33.326506,890.9693579049999
006cd18f-ff1c-4e4a-b857-c4868cd2d0b6,2021-05-15 03:24:06.175813,2021-06-24 06:46:20.569244,963.3706648419444
006d854f-13b6-4193-b754-2d8e9981b399,2022-03-03 19:03:31.300511,2022-04-10 21:24:22.793240,914.3476368691666
006efcfd-eec1-4366-b11a-5ed25dcf5abd,2020-09-25 01:02:52.631734,2020-11-01 21:51:06.441674,908.8038360944445
00708dd4-4aeb-4f48-9ec5-1b70d16918e6,2021-05-11 02:09:17.236717,2021-06-11 00:17:30.626546,742.1370527302778
007433d3-2e80-40e5-89ba-b0e5b3212412,2022-01-26 14:13:27.820728,2022-03-10 09:21:19.890187,1027.1311304052779
0074e76f-0863-44b8-94c0-f336a81eebbe,2020-11-04 13:27:04.343162,2020-12-12 23:32:31.827227,922.0909677958333
00751431-2961-4f90-b0db-d0a43b52c7d5,2020-10-17 23:33:53.798511,2020-11-12 06:16:21.753225,606.7077651983334
007ade5b-0758-4c6b-8950-9f0175201c1e,2021-11-01 21:13:55.536625,2021-12-10 07:07:02.764759,921.8853411483334
007bc630-90e6-49a9-b955-7dd8df93107c,2021-05-19 12:03:50.462524,2021-06-18 15:57:22.081035,723.8921162530556
007f544d-6439-4f90-b684-f562c4dfb9e1,2022-01-30 14:26:42.333721,2022-03-09 09:40:01.089901,907.2218767166667
008044d5-728f-44d8-89f0-c72ae7fdbe0e,2021-12-11 19:50:39.676736,2022-01-18 05:13:03.222892,897.3732072655555
00862db6-d74c-4a33-a7e8-1094ace31227,2022-10-03 05:00:29.648069,2022-11-09 07:41:41.060400,890.6865034252778
00881acc-442b-4408-bc68-468e54401faa,2021-10-21 03:43:07.393266,2021-11-23 15:48:36.757031,804.0914899347222
0088945e-a2f3-4b1a-b13a-f6955c60c532,2022-04-03 22:13:29.040816,2022-05-16 02:05:05.524598,1011.8601343838889
008d2ea2-df6f-4650-8b61-ad178fe73e15,2021-02-26 17:12:45.414890,2021-03-30 22:10:36.240555,772.9641182402778
008f0049-3031-4618-a92f-a5576b247eae,2020-12-28 13:00:09.416807,2021-01-30 00:17:48.387232,779.2941584513889
00913194-c206-4879-ac27-51483a8f52e2,2021-09-14 15:01:26.205349,2021-10-19 01:55:10.539777,826.8956484522222
0091de9d-081b-4cec-b173-96fb63f000b7,2022-06-11 11:23:07.027716,2022-07-15 13:31:42.151714,818.1430899994444
0094ca20-5bc7-4741-93ad-bf6c8e8ba05c,2022-03-07 16:54:26.050968,2022-04-15 03:43:13.743851,922.8132480230555
0098dcda-415c-4c8e-81bb-06e11463e990,2022-12-26 23:11:13.477522,2023-01-28 17:10:24.897451,785.9865055358333
00993abe-7b64-47c2-8863-e11647df6cb3,2020-06-17 07:54:39.321477,2020-07-24 13:11:51.192445,893.2866308244445
009a3984-7c93-4cec-8985-c98f6e99fb2f,2021-12-03 14:21:51.283252,2022-01-05 07:26:26.157384,785.0763539255555
009bb279-eeff-4275-a65f-e0d7bbc1c083,2021-04-01 12:50:09.049710,2021-04-30 05:55:06.367352,689.0825882338889
009eb248-c69d-4075-a5ab-00cc76db32fd,2021-05-14 04:00:02.213183,2021-06-14 23:17:28.435308,763.2906172569444
009facbb-e24f-4761-b048-fb7ad3950481,2022-12-01 20:52:27.511152,2023-01-10 12:54:12.521341,952.0291694969444
00a0b08b-3c6d-46a0-b481-c72365fe640b,2021-08-19 22:14:49.978852,2021-09-15 01:46:38.632846,627.530181665
00a28d55-15c5-4857-b1bb-bfcc5eb1d2ad,2021-01-18 02:26:35.743103,2021-02-21 14:28:21.133164,828.0292750169444
00a30283-d440-4ded-9d5c-7317ae9db2ed,2022-09-12 12:00:09.666354,2022-10-16 14:57:19.844103,818.9528271525
00a5632c-3b09-4c45-b43d-7ddbaf3c2f39,2020-11-05 22:19:10.231322,2020-12-07 22:46:42.240961,768.458891566389
00a5b93b-cdca-44c9-a698-cf45fdcae6ce,2022-04-13 01:47:07.713331,2022-05-16 13:46:59.616862,803.9977509808333
00a928c4-c431-468d-9def-7aafdf1b6c41,2020-06-01 08:35:22.380129,2020-07-16 16:10:45.537678,1087.5897659858333
00ac8096-552a-4c64-8df6-d76bdb7bd189,2020-10-07 02:33:48.385977,2020-11-13 04:53:51.409374,890.3341731658334
00acf0a4-1ac0-4394-88b8-87b6a58b98ff,2023-01-10 19:32:09.042191,2023-02-09 17:58:51.849731,718.4452243166667
00ae1132-c5ed-4afb-a86f-853bb1d6e8da,2022-12-22 19:01:21.427739,2023-01-18 16:28:13.820051,645.4478867533334
00af27e3-c32e-4795-aa85-fe8c31f2bd43,2022-10-24 21:24:28.763066,2022-11-27 04:08:10.884143,798.7283669658334
00b0e866-edc9-453b-84c8-02c99568b3bb,2022-11-04 11:37:26.275706,2022-12-14 21:28:39.530369,969.8536818508333
00b77a53-c58e-493c-bd74-3adc7014b290,2020-05-17 01:11:43.351219,2020-06-16 18:33:00.314940,737.3547121447223
00bd0ca6-892b-4f40-8fba-4b00c2430f01,2020-12-20 12:44:36.636255,2021-02-01 02:12:23.961519,1021.4631459066667
00becb49-8101-465a-8b73-5b29bf4d2c15,2020-08-21 22:10:58.812928,2020-09-26 22:48:18.167522,864.6220429427779
00bfcffc-1025-41f7-9f48-1a51f4504d9f,2021-11-09 06:30:55.926599,2021-12-09 07:54:26.844908,721.3919217524999
00c2d684-e9a3-4cbe-a562-560db8bb19b4,2023-03-25 17:39:30.386878,2023-04-20 08:31:21.891717,614.8643068997221
00c61a71-7451-4563-8d44-5646d7e5382f,2021-09-12 07:02:45.072232,2021-10-16 13:34:17.343740,822.5256309744444
00c95665-f943-4242-a72c-689bcce48fc5,2020-10-31 22:48:28.790486,2020-12-04 16:43:56.791300,809.9244446705555
00caeddd-0b50-4bd4-aea8-e1c40dcbb47f,2023-01-10 11:25:54.684803,2023-02-10 05:43:27.240345,738.2923765394445
00ce905a-f4d9-4ae3-b9c3-ba7ca3451ca2,2021-03-13 04:25:05.751196,2021-04-21 02:01:28.732013,933.6063835602778
00d0010b-bb9b-4c04-86d8-797805083d8e,2022-01-06 07:02:42.530522,2022-02-14 19:40:53.885741,948.6364875608333
00d26a0e-0fc1-4c64-a5a6-26222bbe4717,2022-06-03 05:12:29.439264,2022-07-11 21:35:06.358509,928.3769220125
00d4fd3d-32a0-421e-9e42-69f05524f1f5,2022-08-01 16:24:37.568409,2022-09-01 09:42:25.287882,737.2965887425
00d8bb2b-f3d5-4e95-9efc-f109cb455050,2022-03-03 19:51:22.520184,2022-04-14 10:28:01.181185,998.6107391669444
00d8ccaa-6338-49ce-a9a4-30f00c9bebd0,2020-10-21 20:24:14.059984,2020-11-25 04:32:36.742155,824.1396339363889
00d8ec76-f03d-4326-a0f0-6e81008d1225,2020-06-21 03:39:18.827818,2020-07-29 16:57:24.997445,925.3017137852778
00d9e9c8-90b1-436c-b941-4a76e2e52874,2022-08-29 01:58:10.753110,2022-10-02 07:21:33.173864,821.3895613205556
00dc227f-578b-45b1-a09a-05c37dd11aaa,2022-04-21 01:30:22.378680,2022-05-25 18:24:49.823152,832.9076234644444
00dd7227-2cfb-4812-94db-7df4e2639d6c,2021-01-14 14:01:56.492400,2021-02-17 20:56:33.730251,822.9103438475
00dec888-d496-4176-9b2a-cf2d37a9de36,2023-03-31 23:50:16.053427,2023-04-30 02:30:04.333953,698.6634112572223
00df8d38-ed21-4559-b388-a6443b12d582,2020-11-27 01:19:58.887791,2020-12-24 10:50:48.270510,657.5137174219444
00dfa03d-37d5-42fd-a004-66ef1fb1b0b0,2022-04-02 10:45:42.389326,2022-05-02 23:57:25.313096,733.1952566027778
00e3b7b5-1b57-464b-9240-1a4001a15d92,2020-05-01 02:53:45.280736,2020-06-07 03:42:03.362784,888.805022791111
00e3f28a-a8de-4ce3-965f-833cef64198e,2022-06-12 07:05:26.808076,2022-07-13 01:58:10.686103,738.8788550075
00e57d52-ffb6-444d-a9a8-c59e1376fe16,2022-11-18 14:25:06.791797,2022-12-23 18:04:46.063365,843.6609087688888
00e5bfc4-5081-4d08-8984-083cb3126d78,2020-07-13 22:50:51.991240,2020-08-17 06:58:24.625765,824.1257318125
00e76933-a343-4846-a8df-92b381ac45d3,2020-08-08 16:11:41.326010,2020-09-09 07:43:19.730666,759.5273346266666
00e95687-8268-4a57-92f2-da4bfbb9538f,2021-05-10 07:07:40.961738,2021-06-10 13:26:48.148069,750.3186628697223
00eb7dd1-3e35-4d0d-992c-03a19bbea92f,2021-07-29 19:54:29.445405,2021-09-01 15:00:30.011294,811.1001571913889
00eda5fe-3da5-4c64-a630-6f33de421b66,2021-01-16 17:35:31.884044,2021-02-20 07:49:56.215774,830.2400921472223
00ee139e-8f90-40b1-9442-6a8d08a96414,2022-10-06 06:44:26.832937,2022-11-06 17:17:35.368686,754.5523710413889
00f17b80-88fc-497f-ab5a-08bb04ddce6b,2020-08-18 15:42:13.881383,2020-09-16 10:32:41.566584,690.8410236669445
00f1d3cf-d2cf-4a87-8b5b-f7934bae38ee,2022-03-05 08:04:41.500506,2022-04-07 20:55:08.190066,804.8407470999999
00f1ddb1-3efc-422a-97be-6703990176b0,2021-04-17 03:58:07.506641,2021-05-22 18:48:54.374951,854.8463523083333
00f4e986-6dcd-498c-928b-c226d8458a78,2021-07-16 11:08:21.378568,2021-08-27 20:58:56.896288,1017.8431993666667
00f641bf-a294-4be3-b394-d3b63011351e,2021-09-15 15:14:19.818021,2021-10-24 20:46:31.386409,941.5365467744444
00fa1c2b-6b4e-408d-bcd3-dd51605d8aef,2022-11-01 00:20:28.561883,2022-12-13 10:02:37.642077,1017.7025222761112
00fc6c0a-b1a2-43a7-a4cf-42cc6d186535,2021-03-01 07:23:36.521783,2021-04-09 09:52:25.512220,938.4802751213889
00fce34b-9692-495b-be88-dae1a99127eb,2022-02-15 02:46:44.207330,2022-03-19 20:48:01.830785,786.0215620708334
00ffe79d-ef17-4858-ae06-389b34364f65,2020-09-15 18:11:29.476097,2020-10-26 03:37:26.710884,969.4325652186111
0105c449-e14c-4b9c-8844-f370a7ce9065,2021-03-16 20:10:18.453746,2021-04-15 01:31:22.053573,701.3509999519445
01064c6c-d037-484c-b3cc-4a8f4f0aa466,2022-01-15 02:35:05.590474,2022-02-21 06:55:33.163197,892.3409924230555
01084a36-87fd-4a90-9b3a-6a185925fb91,2022-08-24 23:43:39.190491,2022-09-27 03:07:56.195298,795.4047235575
0109611c-e671-4681-b194-283d179667bd,2020-12-24 04:16:42.042006,2021-01-26 00:13:27.182478,787.9458723533334
010b1e1e-783f-4cab-87b8-5b27da04959a,2023-03-21 10:12:58.601069,2023-04-28 21:06:51.216208,922.8979486497223
010edabf-3433-48b0-a772-d5728b442b19,2020-05-29 06:05:57.863995,2020-07-04 08:10:43.562070,866.0793605763889
010f2f76-abc2-4765-bb96-a77c47ce022d,2020-12-11 03:40:12.598805,2021-01-07 14:04:27.718514,658.4041999191667
010f963d-5469-4d5c-986e-5e47f2d0483c,2022-06-30 09:36:54.230860,2022-08-09 18:55:23.266088,969.3080653411112
01115011-dad8-408f-8354-e6476a9bebcc,2022-07-24 19:17:28.452046,2022-08-26 20:13:06.184177,792.9271478141667
01148111-afb5-4b2e-9eb5-31bc2eb6c9a7,2022-09-05 14:01:01.813193,2022-10-06 22:41:13.631388,752.6699494986111
0115c1f3-e2e7-41bb-adb8-3f918fedd221,2022-12-30 00:59:27.510271,2023-01-23 21:56:30.573090,596.9508507830556
0118187d-0d4d-47e7-806f-5c643bcd2e92,2021-09-20 05:43:20.253721,2021-11-06 05:26:40.466234,1127.722281253611
011995f0-e56b-4317-80cc-dd98b7bfd183,2022-09-10 14:29:02.899704,2022-09-30 11:52:40.709693,477.39383610805555
011adca5-94dc-494d-8469-5c94842e1944,2021-12-20 17:53:33.528397,2022-01-26 07:14:39.948681,877.3517834122223
011fc9cd-7ac6-44f5-8846-95f6039e8b8c,2021-10-31 10:07:58.872503,2021-11-30 09:58:04.567643,719.8349153166666
01233148-1941-4c20-b9ad-b388b2df891e,2022-04-27 06:41:58.249732,2022-05-25 01:23:17.670447,666.6887279763889
01239096-a29a-4e0b-b622-8220b71bae91,2020-08-13 01:16:42.668730,2020-09-11 09:12:33.988462,703.9309221477778
0123e457-bf02-4441-9bde-f9e9fb6310c1,2022-08-24 17:02:29.329496,2022-09-27 16:55:52.149212,815.8896721433333
01250c46-b53f-4edf-889f-67e0987e2413,2023-01-09 02:33:24.294906,2023-02-10 05:13:30.957061,770.6685172652778
012613d6-4930-4e98-b8b1-746d21c43c53,2021-01-11 08:28:12.841420,2021-02-13 14:27:28.513023,797.9876865563888
01262efd-274d-4886-878e-4e4e62a34e70,2021-09-01 16:58:41.625090,2021-10-11 17:30:24.338871,960.5285316058333
01295476-1a29-48f5-85e1-e488b75d2084,2022-11-29 19:04:24.590680,2022-12-26 10:49:12.763275,639.7467146097222
0129e313-5f04-472f-941b-5af7a26f8b4d,2021-04-16 00:19:17.812567,2021-05-19 11:49:20.402041,803.5007192983334
012a400e-0a28-4e9f-bdae-cc6f7761fffd,2022-06-01 00:28:20.353001,2022-07-03 06:48:38.325002,774.3383255558333
012aa355-4dd2-44a0-9ca7-b78e8fb1a106,2022-02-25 01:41:09.820452,2022-03-30 03:11:24.590754,793.5041028616666
012bde9c-a9ff-4eed-bd52-05ab0e7dcd33,2020-11-03 14:09:56.245791,2020-12-09 16:16:30.981043,866.1096486811111
01311449-a7e6-4643-8cd8-1c958d1100c4,2022-03-14 17:01:34.953813,2022-04-15 08:06:31.025986,759.0822422702778
0132d0bb-8bf7-41e1-8502-0a817fc064d2,2021-10-14 17:14:24.410416,2021-11-21 16:55:01.813028,911.677056281111
01332e34-ce8a-4cf5-ad96-ff9bc8bfbaf0,2022-11-26 23:51:59.616804,2022-12-30 06:53:36.316826,799.0268611172222
0133823a-aeb7-4baf-b8fb-f6f77b525e77,2021-05-30 22:56:36.840412,2021-07-03 12:38:33.032997,805.6989423847222
0134c01c-03a6-4886-9bbf-862cec5c2e01,2021-02-12 13:26:41.109812,2021-03-16 15:36:28.211575,770.1630838230554
0134e5b4-2a4e-46a9-ae0f-e2b47a3c44e5,2022-11-04 19:29:34.750641,2022-12-09 18:53:04.131772,839.3914947586111
0135526e-d209-4a70-82ae-2120b4e32db8,2021-09-17 02:44:37.504907,2021-10-15 04:17:34.661388,673.5492101336112
013aa64c-81ef-4b5d-a1ac-cf55bd20bf1e,2020-06-23 23:22:35.715445,2020-07-29 16:12:10.903484,856.8264411219445
013df068-95e5-4310-a466-a810bdd13fe3,2021-03-02 15:28:05.104275,2021-04-02 13:34:50.742326,742.1126772363889
0140036d-7651-4076-b2c0-1bb7a9a7321e,2022-09-04 15:23:31.407184,2022-10-12 08:41:09.457827,905.2939029563888
014033e4-2bb3-4fcb-8b84-b8eebd675475,2022-06-27 02:15:26.589159,2022-07-27 08:45:17.769004,726.4975499569445
0141413d-f98a-4dd8-a6ce-4e97d73b7b7c,2020-05-18 00:15:09.429321,2020-06-21 12:11:50.128805,827.9446387455555
0143ccf7-53f2-4d93-aeae-ab1812be4d2b,2020-05-17 16:29:12.199852,2020-06-20 00:02:22.079307,799.5527442930556
01456617-9a7a-4dfa-810a-7393cc8a07fb,2020-05-14 02:11:03.161512,2020-06-10 16:12:28.825848,662.023795648889
014711a5-b389-412d-8160-3dd66de29fe2,2022-06-29 05:36:48.755742,2022-08-05 10:32:23.885012,892.9264247972222
0148b89d-fb84-4792-9bce-a6c359df81c2,2021-11-06 19:56:31.573108,2021-12-11 05:33:33.626174,825.6172369627777
014c2dde-0092-4fe5-aced-c68d9c05830d,2021-07-30 06:13:51.160365,2021-09-07 05:43:28.775600,935.4937820097222
01546a71-8fba-4424-a098-531b5144d308,2021-12-03 20:08:28.600385,2022-01-08 19:36:41.656533,863.4702933744445
0156763a-9368-4647-b016-143c2e89a236,2020-10-08 11:24:05.813807,2020-11-10 13:21:24.214382,793.9551112708333
0161347b-e47e-440e-8725-c8b9d82515e7,2023-03-20 20:38:42.699117,2023-04-29 10:39:23.801440,950.0114173119445
01625667-627e-4ffd-8cf3-b4cf032484a8,2021-01-30 17:40:47.912027,2021-03-09 09:08:29.033774,903.4614227075
016cb4a4-cc0e-4372-b8ba-9e6a7d255f93,2020-11-27 15:34:18.565142,2020-12-28 13:50:55.054248,742.2768025294445
016ce96c-6df3-43aa-8961-b1e23e7b317a,2020-09-05 20:18:33.074248,2020-10-05 04:00:52.944164,703.7055194211111
016e53fc-56f0-4901-954c-a89b213f1c22,2020-12-15 18:14:42.809042,2021-01-19 14:35:08.755476,836.3405406761111
01752c12-6271-4bfb-8a37-5c5630f730f2,2020-07-13 18:49:18.933969,2020-08-15 14:05:00.472159,787.2615383861112
0176164a-d016-43b7-baaa-954305e0afc4,2022-12-10 00:07:07.634692,2023-01-10 10:52:10.067460,754.7506757688889
01797caa-9458-46e7-851f-5ba011582962,2022-09-07 18:48:49.125801,2022-10-06 19:05:15.485064,696.2739886841667
017b6e7a-05f1-4c16-9729-8da98ce4f2f1,2022-08-26 07:45:59.951945,2022-10-01 20:55:09.359280,877.1526131486112
017b925b-fa64-49b1-94ec-016ae7f4f1b2,2020-08-08 08:45:42.716983,2020-09-11 22:59:47.335051,830.23461613
01809a19-b042-4085-b696-3dcaaf01669c,2020-12-15 13:52:26.197980,2021-01-13 22:49:27.291846,704.9503038516666
0180d5f6-29f9-4248-aa4c-8aebadd0a092,2020-07-23 00:05:15.855511,2020-08-31 02:31:00.547470,938.4290810997222
0183ee68-228d-4876-beac-552ee15ccff9,2020-06-08 02:45:43.568179,2020-07-09 23:53:26.905885,765.1287049183334
01847de8-5b6d-432f-b604-779c4691d8b5,2020-04-21 17:44:43.662595,2020-05-23 00:29:16.149080,750.7423573569444
01854504-5464-4cc6-ad7b-dac0e859139b,2020-05-10 15:28:00.777151,2020-06-19 02:59:51.601499,947.5307845411111
018589be-6293-4c79-a829-b088c038e12a,2022-07-12 05:13:41.118392,2022-08-14 23:07:06.043739,809.8902570408333
0185c572-24d9-4cc2-a2d9-2e107a65c73b,2021-03-27 03:50:18.436636,2021-04-24 00:16:33.251840,668.4374486677779
0186c224-50a1-4223-933a-cbad8b0e0c9e,2021-10-24 01:14:28.608296,2021-11-27 19:22:19.834529,834.1308961758333
018721b0-7a82-44ee-869f-68414089d4bd,2022-05-22 02:33:11.948693,2022-07-01 20:48:27.795037,978.2544017622223
0187c55d-8b0b-46d7-8dec-80f00108101c,2020-12-20 11:02:23.288745,2021-01-24 17:50:26.817799,846.8009802927778
01896e9b-166d-4f7b-845c-a1b2a4a4aabc,2022-02-09 08:56:50.729133,2022-03-14 13:37:49.794639,796.6830737516667
018a261f-e3a5-4f6b-9e38-ad758ae6fa69,2021-07-14 07:56:38.694371,2021-08-18 16:33:36.440240,848.6160405191666
018a70e4-2571-44af-8513-469a910e971d,2020-04-16 00:49:28.170565,2020-05-30 05:09:47.787223,1060.3387824049998
018bbfa9-53a5-495c-9789-3f161f3cc40f,2022-11-13 23:03:27.286186,2022-12-17 14:30:03.349489,807.4433509175
018c3eb2-e15c-46b9-9b0f-93951279875d,2021-11-07 16:50:28.005788,2021-12-16 23:27:46.946495,942.6219279741666
018c7b71-349f-4244-91ab-01c935536b7b,2021-11-13 04:52:50.774524,2021-12-11 06:02:19.768045,673.1580537558333
018fac1d-90e8-46c0-a3e9-1ad386dcf5e9,2020-06-10 07:00:41.044156,2020-07-09 01:51:13.339747,690.8423043308334
01915dcd-1a80-45b1-a330-302867f376ff,2022-12-19 19:51:30.045714,2023-01-25 17:20:50.168912,885.4889231105554
01971d2a-057d-4d64-acf1-fb96ef1bb34e,2022-01-05 15:38:59.883436,2022-02-11 07:15:00.209521,879.6000905791666
01982d39-5429-4f38-9f5f-f205556900b8,2021-01-31 08:30:16.088706,2021-03-10 04:12:13.265244,907.6992157049999
019881ae-0a9b-4d9d-ae08-a11fbb6fa07d,2021-08-15 02:20:31.974993,2021-09-12 02:28:05.786992,672.1260588886112
0199b6dc-5893-48b2-92ba-9425ab9e8683,2023-01-12 23:26:15.827819,2023-02-16 03:14:15.677562,819.7999582619445
019be348-31e3-41e1-84c2-a1ca8883d0c0,2022-02-15 23:42:50.366940,2022-03-29 14:38:12.310427,998.9227620797222
019d89dc-0fc4-4b0b-a703-aa2643e8b6b8,2020-09-19 21:10:28.969526,2020-10-24 23:37:28.760548,842.4499419505555
019f185b-c198-482b-b3b3-2c487b0fcb09,2023-02-08 19:30:09.916401,2023-03-12 01:12:45.675137,749.7099329822222
01a531a6-a382-4d7c-a322-dc9d0eb364df,2022-07-27 15:45:49.878468,2022-08-24 19:50:29.756421,676.0777438758333
01a744eb-5b26-4a48-ad92-904ea7b05d54,2021-01-18 10:14:20.048309,2021-02-23 18:10:59.329927,871.9442448938889
01adc5e4-51ba-4010-b5d9-a59447fdeb59,2022-02-04 13:20:00.423304,2022-03-09 03:32:29.659935,782.2081212863889
01adf968-502e-4298-9d6c-4311f0857e75,2021-12-16 02:47:57.926253,2022-01-27 21:50:53.474371,1027.0487633661112
01aee1ee-60ac-427e-af46-dae1c5a150ce,2022-12-14 09:42:34.203438,2023-01-19 19:33:40.399533,873.8517211375
01af2b92-2f92-4d83-b783-96745c7d4cde,2022-04-28 12:15:15.650770,2022-06-03 15:24:57.246163,867.1615542758334
01b29fe8-1476-4034-8fe8-3b91112c3764,2020-10-25 07:29:17.073393,2020-11-28 19:49:27.239502,828.3361572525
